"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","544","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","298","Get courses","LMS Service","2026-08-10","passed","2026-08-10","Get entities","Courses","",""
"","22","Get file","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Files","",""
"","22","Get exercise","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Exercises","",""
"","291","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","24","Update exercise","LMS Service","2026-08-10","passed","2026-08-10","Update entity","Exercises","",""
"","266","Create file with empty directory","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","304","Update courses","LMS Service","2026-08-10","passed","2026-08-10","Update entity","Courses","",""
"","16","Get file with incorrect file id","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","23","Create file","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Files","",""
"","554","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","21","Delete exercise","LMS Service","2026-08-10","passed","2026-08-10","Delete entity","Exercises","",""
"","295","Delete file","LMS Service","2026-08-10","passed","2026-08-10","Delete entity","Files","",""
"","271","Create file with empty filename","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","34","Create course","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Courses","",""
"","12","Get user me","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Users","",""
"","22","Get exercises","LMS Service","2026-08-10","passed","2026-08-10","Get entities","Exercises","",""
"","556","Login with correct email and password","LMS Service","2026-08-10","passed","2026-08-10","Login","Authentication","",""
"","32","Create exercise","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Exercises","",""
