"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","299","Create file","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Files","",""
"","19","Delete file","LMS Service","2026-08-10","passed","2026-08-10","Delete entity","Files","",""
"","19","Get file","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Files","",""
"","26","Create course","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Courses","",""
"","623","Login with correct email and password","LMS Service","2026-08-10","passed","2026-08-10","Login","Authentication","",""
"","15","Get exercises","LMS Service","2026-08-10","passed","2026-08-10","Get entities","Exercises","",""
"","335","Update courses","LMS Service","2026-08-10","passed","2026-08-10","Update entity","Courses","",""
"","306","Create file with empty filename","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","13","Get file with incorrect file id","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","17","Delete exercise","LMS Service","2026-08-10","passed","2026-08-10","Delete entity","Exercises","",""
"","320","Get exercise","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Exercises","",""
"","322","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","19","Update exercise","LMS Service","2026-08-10","passed","2026-08-10","Update entity","Exercises","",""
"","615","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","11","Get user me","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Users","",""
"","22","Create exercise","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Exercises","",""
"","304","Create file with empty directory","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","601","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","24","Get courses","LMS Service","2026-08-10","passed","2026-08-10","Get entities","Courses","",""
