"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","555","Login with correct email and password","LMS Service","2026-08-10","passed","2026-08-10","Login","Authentication","",""
"","28","Create course","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Courses","",""
"","18","Delete file","LMS Service","2026-08-10","passed","2026-08-10","Delete entity","Files","",""
"","271","Create file with empty filename","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","20","Update exercise","LMS Service","2026-08-10","passed","2026-08-10","Update entity","Exercises","",""
"","290","Delete exercise","LMS Service","2026-08-10","passed","2026-08-10","Delete entity","Exercises","",""
"","287","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","12","Get user me","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Users","",""
"","15","Get file with incorrect file id","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","21","Create exercise","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Exercises","",""
"","535","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","263","Create file with empty directory","LMS Service","2026-08-10","passed","2026-08-10","Validate entity","Files","",""
"","269","Create file","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Files","",""
"","17","Get exercises","LMS Service","2026-08-10","passed","2026-08-10","Get entities","Exercises","",""
"","290","Get exercise","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Exercises","",""
"","546","Create user","LMS Service","2026-08-10","passed","2026-08-10","Create entity","Users","",""
"","17","Get file","LMS Service","2026-08-10","passed","2026-08-10","Get entity","Files","",""
"","26","Get courses","LMS Service","2026-08-10","passed","2026-08-10","Get entities","Courses","",""
"","299","Update courses","LMS Service","2026-08-10","passed","2026-08-10","Update entity","Courses","",""
